2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 0 
2.0,0.0, 1 
1.916667,0.08333334, 1 
1.833333,0.1666667, 1 
1.75,0.25, 1 
1.666667,0.3333333, 1 
1.583333,0.4166667, 1 
1.5,0.5, 1 
1.416666,0.5833333, 1 
1.333333,0.6666666, 1 
1.25,0.75, 1 
1.166666,0.8333332, 1 
1.083333,0.9166666, 1 
1.0,1.0, 1 
0.9166662,1.083333, 1 
0.8333329,1.166667, 1 
0.7499996,1.25, 1 
0.6666663,1.333333, 1 
0.583333,1.416667, 1 
0.4999997,1.5, 1 
0.4166663,1.583333, 1 
0.333333,1.666667, 1 
0.2499996,1.75, 1 
0.1666663,1.833334, 1 
0.08333296,1.916667, 1 
0.0,2.0, 1 
0.0,2.0, 1 
-0.08333334,1.916667, 1 
-0.1666667,1.833333, 1 
-0.25,1.75, 1 
-0.3333333,1.666667, 1 
-0.4166667,1.583333, 1 
-0.5,1.5, 1 
-0.5833333,1.416666, 1 
-0.6666666,1.333333, 1 
-0.75,1.25, 1 
-0.8333332,1.166666, 1 
-0.9166666,1.083333, 1 
-1.0,1.0, 1 
-1.083333,0.9166662, 1 
-1.166667,0.8333329, 1 
-1.25,0.7499996, 1 
-1.333333,0.6666663, 1 
-1.416667,0.583333, 1 
-1.5,0.4999997, 1 
-1.583333,0.4166663, 1 
-1.666667,0.333333, 1 
-1.75,0.2499996, 1 
-1.833334,0.1666663, 1 
-1.916667,0.08333296, 1 
-2.0,0.0, 1 
-2.0,0.0, 1 
-1.916667,-0.08333334, 1 
-1.833333,-0.1666667, 1 
-1.75,-0.25, 1 
-1.666667,-0.3333333, 1 
-1.583333,-0.4166667, 1 
-1.5,-0.5, 1 
-1.416666,-0.5833333, 1 
-1.333333,-0.6666666, 1 
-1.25,-0.75, 1 
-1.166666,-0.8333332, 1 
-1.083333,-0.9166666, 1 
-1.0,-1.0, 1 
-0.9166662,-1.083333, 1 
-0.8333329,-1.166667, 1 
-0.7499996,-1.25, 1 
-0.6666663,-1.333333, 1 
-0.583333,-1.416667, 1 
-0.4999997,-1.5, 1 
-0.4166663,-1.583333, 1 
-0.333333,-1.666667, 1 
-0.2499996,-1.75, 1 
-0.1666663,-1.833334, 1 
-0.08333296,-1.916667, 1 
0.0,-2.0, 1 
0.0,-2.0, 1 
0.08333334,-1.916667, 1 
0.1666667,-1.833333, 1 
0.25,-1.75, 1 
0.3333333,-1.666667, 1 
0.4166667,-1.583333, 1 
0.5,-1.5, 1 
0.5833333,-1.416666, 1 
0.6666666,-1.333333, 1 
0.75,-1.25, 1 
0.8333332,-1.166666, 1 
0.9166666,-1.083333, 1 
1.0,-1.0, 1 
1.083333,-0.9166662, 1 
1.166667,-0.8333329, 1 
1.25,-0.7499996, 1 
1.333333,-0.6666663, 1 
1.416667,-0.583333, 1 
1.5,-0.4999997, 1 
1.583333,-0.4166663, 1 
1.666667,-0.333333, 1 
1.75,-0.2499996, 1 
1.833334,-0.1666663, 1 
1.916667,-0.08333296, 1 
2.0,0.0, 1 
